User_ID,Age,Gender,Location,Income,Interests,Last_Login_Days_Ago,Purchase_Frequency,Average_Order_Value,Total_Spending,Product_Category_Preference,Time_Spent_on_Site_Minutes,Pages_Viewed,Newsletter_Subscription,engagement,Purchase_Frequency_norm,Total_Spending_norm,engagement_norm,implicit_rating,AgeBucket,IncomeBucket,category_id
#17,39,Female,Rural,42656.0,Food,24,8,11,672.0,Books,178.0,26,False,204.0,0.8888888888888888,0.10389480359109568,0.310026867617367,0.4777553483777297,35-44,Low,1
#18,19,Male,Suburban,75147.0,Technology,4,9,102,1432.0,Apparel,354.0,16,False,370.0,1.0,0.26242365584220534,0.5739336417545031,0.6254840093044427,18-24,Medium,0
#19,41,Male,Rural,111396.0,Travel,28,3,22,4853.0,Health & Beauty,154.0,36,False,190.0,0.3333333333333333,0.9760120815672663,0.2877696697985723,0.617982403685127,35-44,High,3
#20,61,Male,Suburban,69666.0,Technology,15,7,13,4102.0,Books,201.0,33,False,234.0,0.7777777777777777,0.8193605446717618,0.3577208629433554,0.7544843313966284,55-64,Medium,1
#21,47,Female,Suburban,102368.0,Travel,1,9,179,3234.0,Home & Kitchen,115.0,20,True,135.0,1.0,0.6383039081533891,0.2003306783675935,0.7572698265057846,45-54,High,4
#22,55,Female,Rural,58787.0,Sports,23,2,118,4186.0,Apparel,554.0,13,True,567.0,0.2222222222222222,0.8368821546574108,0.8871242110618274,0.5653093907020176,45-54,Medium,0
#23,19,Female,Rural,133767.0,Sports,3,2,83,325.0,Apparel,68.0,33,False,101.0,0.2222222222222222,0.03151386710276007,0.14627748366480658,0.1288089885627227,18-24,High,0
#24,38,Female,Rural,82946.0,Sports,14,7,198,4300.0,Health & Beauty,445.0,5,True,450.0,0.7777777777777777,0.8606614824950772,0.7011176292904724,0.8074094300518319,35-44,Medium,3
#25,50,Female,Urban,41727.0,Sports,6,4,104,2097.0,Health & Beauty,445.0,37,True,482.0,0.4444444444444444,0.40113640156192637,0.75199122430486,0.4557105031333528,45-54,Low,3
#26,29,Male,Suburban,128351.0,Fashion,18,2,114,871.0,Electronics,326.0,14,False,340.0,0.2222222222222222,0.14540433200947836,0.5262396464285147,0.21805591404711672,25-34,High,2
#27,39,Female,Urban,115081.0,Fashion,25,9,17,4624.0,Electronics,359.0,27,True,386.0,1.0,0.9282448352968661,0.599370439261697,0.9276472198097594,35-44,High,2
#28,61,Male,Urban,142721.0,Food,1,0,76,533.0,Electronics,145.0,23,False,168.0,0.0,0.07490071087674799,0.2527940732261808,0.05898472721715468,55-64,High,2
#29,42,Male,Rural,130058.0,Technology,6,2,119,3199.0,Health & Beauty,275.0,14,True,289.0,0.2222222222222222,0.6310032373260355,0.44515985437433425,0.42846744223414934,35-44,High,3
#30,44,Female,Urban,88056.0,Travel,6,8,18,2829.0,Electronics,509.0,40,True,549.0,0.8888888888888888,0.5538247171511531,0.8585078138662342,0.7350719041046423,35-44,Medium,2
#31,59,Female,Rural,23081.0,Travel,21,4,126,3507.0,Electronics,179.0,4,False,183.0,0.4444444444444444,0.6952491406067483,0.27664107088917506,0.5405262203619542,55-64,Low,2
#32,45,Male,Suburban,54196.0,Fashion,16,9,20,3240.0,Home & Kitchen,477.0,39,True,516.0,1.0,0.6395554517237927,0.8060444190076469,0.8184043951764713,35-44,Low,4
#33,33,Male,Rural,56735.0,Travel,29,1,108,965.0,Electronics,414.0,19,True,433.0,0.1111111111111111,0.16501184794579982,0.6740910319390789,0.19166443476951783,25-34,Low,2
#34,32,Male,Urban,124749.0,Fashion,5,6,51,2893.0,Apparel,153.0,47,False,200.0,0.6666666666666666,0.567174515235457,0.3036676682405685,0.5855952986800125,25-34,High,0
#35,64,Female,Urban,100102.0,Food,17,1,150,3011.0,Health & Beauty,104.0,4,True,108.0,0.1111111111111111,0.5917882054533925,0.15740608257420388,0.33204530071144706,55-64,Medium,3
#36,61,Female,Rural,99578.0,Technology,10,3,173,2515.0,Books,75.0,30,False,105.0,0.3333333333333333,0.48832727030003664,0.15263668304160505,0.385010939939177,55-64,Medium,1
#37,20,Female,Rural,45498.0,Food,28,6,129,350.0,Home & Kitchen,128.0,19,True,147.0,0.6666666666666666,0.03672863197944131,0.21940827649798889,0.33846871204054746,18-24,Low,4
#38,54,Female,Urban,96865.0,Sports,21,3,150,3857.0,Health & Beauty,568.0,31,False,599.0,0.3333333333333333,0.7682558488802856,0.937997806076215,0.58951491260375,45-54,Medium,3
#39,24,Female,Suburban,51656.0,Sports,18,6,21,4756.0,Health & Beauty,345.0,31,False,376.0,0.6666666666666666,0.955778793845743,0.5834724408197008,0.7884477013125545,18-24,Low,3
#40,38,Male,Suburban,87695.0,Sports,7,6,46,1018.0,Apparel,531.0,9,False,540.0,0.6666666666666666,0.17606714948436405,0.8441996152684377,0.4636501787948076,35-44,Medium,0
#41,26,Female,Rural,57900.0,Food,3,0,83,1273.0,Electronics,159.0,13,False,172.0,0.0,0.22925775122651268,0.25915327260297927,0.12908131531222863,25-34,Medium,2
#42,56,Male,Suburban,148266.27,Travel,13,5,82,3303.0,Apparel,538.0,14,False,552.0,0.5555555555555556,0.6526966592130293,0.8632772133988331,0.6300412179857465,55-64,High,0
#43,35,Male,Urban,137235.0,Technology,15,8,61,532.0,Electronics,426.0,46,True,472.0,0.8888888888888888,0.07469212028168074,0.7360932258628639,0.5072207767130427,25-34,High,2
#44,21,Male,Rural,104899.0,Sports,20,1,139,935.0,Electronics,23.0,10,True,33.0,0.1111111111111111,0.15875413009378234,0.03817109425923276,0.12525646796812534,18-24,High,2
#45,42,Female,Urban,67701.0,Sports,19,2,65,2346.0,Health & Beauty,47.0,48,False,95.0,0.2222222222222222,0.4530754597336715,0.1367386845996089,0.31755782534011306,35-44,Medium,3
#46,31,Female,Urban,128777.0,Sports,3,9,69,2362.0,Electronics,525.0,31,True,556.0,1.0,0.4564129092547475,0.8696364127756315,0.7423494504421996,25-34,High,2
#47,26,Female,Suburban,39033.0,Technology,4,4,32,997.0,Home & Kitchen,144.0,37,False,181.0,0.4444444444444444,0.1716867469879518,0.2734614712007758,0.3046051832646559,25-34,Low,4
#48,43,Male,Rural,143193.0,Sports,5,8,112,3732.0,Home & Kitchen,585.0,23,True,608.0,0.8888888888888888,0.7421820244968794,0.9523060046740115,0.8292125114909968,35-44,High,4
#49,19,Male,Rural,30805.0,Technology,1,3,49,4667.0,Home & Kitchen,589.0,27,True,616.0,0.3333333333333333,0.9372142308847579,0.9650244034276084,0.6682488442409018,18-24,Low,4
#50,37,Male,Suburban,55851.0,Sports,4,0,73,3915.0,Health & Beauty,419.0,6,False,425.0,0.0,0.7803541033941861,0.661372633185482,0.4172966098459319,35-44,Low,3
#51,45,Male,Urban,46832.0,Food,12,3,94,346.0,Apparel,85.0,26,False,111.0,0.3333333333333333,0.03589426959917231,0.16217548210680274,0.18236996953030782,35-44,Low,0
#52,64,Male,Urban,83437.0,Food,28,5,160,2529.0,Books,416.0,2,True,418.0,0.5555555555555556,0.49124753863097814,0.6502440342760847,0.5360857958115487,55-64,Medium,1
#53,24,Male,Urban,135725.0,Technology,27,4,166,1090.0,Electronics,482.0,45,True,527.0,0.4444444444444444,0.19108567232920604,0.8235322172938427,0.368341774277527,18-24,High,2
#54,61,Female,Urban,33944.0,Food,24,0,188,3410.0,Books,456.0,13,False,469.0,0.0,0.675015852885225,0.731323826330265,0.3768895164313778,55-64,Low,1
#55,25,Female,Rural,39873.0,Technology,10,3,98,1026.0,Apparel,297.0,19,True,316.0,0.3333333333333333,0.17773587424490206,0.4880844501677239,0.2787895884269783,18-24,Low,0
#56,64,Female,Rural,60372.0,Food,23,5,40,3538.0,Apparel,112.0,1,True,113.0,0.5555555555555556,0.701715449053833,0.16535508179520197,0.582307460253745,55-64,Medium,0
#57,52,Female,Suburban,109464.0,Food,25,9,187,2707.0,Health & Beauty,230.0,40,False,270.0,1.0,0.5283766645529486,0.41495365733454154,0.729264864782281,45-54,High,3
#58,31,Male,Suburban,35379.0,Technology,21,9,29,1174.0,Home & Kitchen,96.0,32,True,128.0,1.0,0.20860728231485498,0.1892020794581962,0.5627934849875044,25-34,Low,4
#59,34,Male,Rural,137322.0,Travel,29,3,192,4122.0,Home & Kitchen,378.0,22,False,400.0,0.3333333333333333,0.8235323565731067,0.6216276370804916,0.5827523241659472,25-34,High,4
#60,53,Female,Rural,56751.0,Food,26,8,139,3899.0,Apparel,156.0,48,False,204.0,0.8888888888888888,0.7770166538731101,0.310026867617367,0.7806601810046362,45-54,Low,0
#61,57,Male,Urban,120082.0,Sports,20,4,162,4884.0,Health & Beauty,421.0,29,False,450.0,0.4444444444444444,0.9824783900143511,0.7011176292904724,0.7122270384355052,55-64,High,3
#62,21,Female,Urban,109822.0,Travel,24,7,22,3251.0,Health & Beauty,105.0,2,True,107.0,0.7777777777777777,0.6418499482695323,0.15581628273000428,0.6544141049942901,18-24,High,3
#63,19,Female,Suburban,25110.0,Technology,25,8,131,3538.0,Electronics,330.0,40,True,370.0,0.8888888888888888,0.701715449053833,0.5739336417545031,0.7731653162496751,18-24,Low,2
#64,23,Female,Rural,74341.0,Travel,13,9,112,4673.0,Home & Kitchen,439.0,38,False,477.0,1.0,0.9384657744551613,0.744042225083862,0.9467138210132088,18-24,Medium,4
#65,59,Male,Suburban,32087.0,Fashion,23,4,115,3591.0,Apparel,132.0,48,False,180.0,0.4444444444444444,0.7127707505923973,0.2718716713565762,0.5479340049022363,55-64,Low,0
#66,21,Female,Rural,43762.0,Fashion,14,5,128,806.0,Books,382.0,11,True,393.0,0.5555555555555556,0.13184594333010713,0.6104990381710943,0.3703805783156577,18-24,Low,1
#67,46,Female,Urban,135812.0,Food,23,0,79,3164.0,Home & Kitchen,138.0,17,True,155.0,0.0,0.6237025664986817,0.2321266752515858,0.3038788224495654,45-54,High,4
#68,35,Female,Suburban,102617.0,Food,5,6,195,853.0,Electronics,270.0,43,True,313.0,0.6666666666666666,0.14164970129826787,0.48331505063512503,0.41207387064773304,25-34,High,2
#69,43,Male,Suburban,120483.0,Sports,4,3,108,687.0,Health & Beauty,550.0,8,False,558.0,0.3333333333333333,0.10702366251710443,0.8728160124640307,0.28544224937910007,35-44,High,3
#70,61,Male,Rural,29596.0,Travel,14,1,91,1434.0,Apparel,396.0,22,False,418.0,0.1111111111111111,0.26284083703233985,0.6502440342760847,0.23330278009216138,55-64,Low,0
#71,51,Female,Urban,123555.0,Fashion,10,4,84,1947.0,Home & Kitchen,557.0,4,True,561.0,0.4444444444444444,0.3698478123018389,0.8775854119966296,0.45419005673549045,45-54,High,4
#72,27,Male,Suburban,127539.0,Food,17,2,127,4034.0,Books,464.0,11,True,475.0,0.2222222222222222,0.8051763842071888,0.7408626253954628,0.5364156354327813,25-34,High,1
#73,53,Male,Urban,38313.0,Travel,10,5,93,4026.0,Electronics,450.0,8,True,458.0,0.5555555555555556,0.8035076594466508,0.7138360280440693,0.6829620495553997,45-54,Low,2
#74,31,Male,Suburban,133175.0,Food,26,7,78,3417.0,Electronics,331.0,9,False,340.0,0.7777777777777777,0.6764759870506958,0.5262396464285147,0.7070381588156646,25-34,High,2
#75,48,Male,Urban,86549.0,Food,7,6,68,4120.0,Home & Kitchen,253.0,26,False,279.0,0.6666666666666666,0.8231151753829723,0.42926185593233807,0.7133280145155713,45-54,Medium,4
#76,32,Male,Rural,134914.0,Fashion,16,2,197,3255.0,Books,285.0,2,True,287.0,0.2222222222222222,0.6426843106498014,0.441980254685935,0.43340596526100406,25-34,High,1
#77,25,Male,Suburban,43705.0,Fashion,1,7,135,4402.0,Electronics,274.0,16,True,290.0,0.7777777777777777,0.8819377231919366,0.44674965421853385,0.7915469408582249,18-24,Low,2
#78,31,Male,Suburban,87364.0,Food,17,1,120,2298.0,Apparel,20.0,31,False,51.0,0.1111111111111111,0.4430631111704435,0.06678749145482583,0.25605714917218214,25-34,Medium,0
#79,40,Male,Urban,93445.0,Technology,21,9,71,264.0,Electronics,239.0,6,False,245.0,1.0,0.018789840803657844,0.37520866122955115,0.4959762944846012,35-44,Medium,2
#80,57,Male,Urban,123892.0,Food,29,8,153,2098.0,Books,270.0,21,True,291.0,0.8888888888888888,0.4013449921569936,0.44833945406273346,0.6254391918769204,55-64,High,1
#81,38,Male,Suburban,98645.0,Food,9,3,137,3157.0,Health & Beauty,418.0,26,True,444.0,0.3333333333333333,0.622242432333211,0.6915788302252747,0.4991669775724724,35-44,Medium,3
#82,33,Female,Rural,22023.0,Sports,6,0,114,2184.0,Health & Beauty,310.0,19,True,329.0,0.0,0.41928378333277705,0.5087518481423189,0.23955288731398158,25-34,Low,3
#83,62,Female,Urban,139654.0,Sports,19,7,77,4528.0,Home & Kitchen,31.0,28,False,59.0,0.7777777777777777,0.9082201381704101,0.07950589020842275,0.7666496511975267,55-64,High,4
#84,35,Male,Urban,79796.0,Sports,13,6,24,502.0,Books,104.0,8,True,112.0,0.6666666666666666,0.06843440242966325,0.16376528195100234,0.34717200928844866,25-34,Medium,1
#85,64,Female,Urban,100073.0,Technology,3,4,192,513.0,Electronics,186.0,14,False,200.0,0.4444444444444444,0.07072889897540299,0.3036676682405685,0.2621947713629882,55-64,Medium,2
#86,41,Female,Suburban,112197.0,Technology,7,9,44,173.92000000000002,Electronics,128.0,24,False,152.0,1.0,0.0,0.22735727571898695,0.4727357275718987,35-44,High,2
#87,43,Male,Suburban,84429.0,Food,22,4,192,4257.0,Health & Beauty,210.0,48,True,258.0,0.4444444444444444,0.8516920869071855,0.39587605920414615,0.6228490450286481,35-44,Medium,3
#88,42,Male,Suburban,124195.0,Sports,9,6,23,2567.0,Health & Beauty,414.0,44,True,458.0,0.6666666666666666,0.4991739812435336,0.7138360280440693,0.596011894363997,35-44,High,3
#89,62,Male,Suburban,81627.0,Technology,22,4,186,967.0,Apparel,281.0,37,False,318.0,0.4444444444444444,0.16542902913593432,0.4912640498561231,0.3235694680967828,55-64,Medium,0
#90,58,Female,Rural,53848.0,Fashion,5,7,111,173.92000000000002,Health & Beauty,253.0,26,True,279.0,0.7777777777777777,0.0,0.42926185593233807,0.3929261855932338,55-64,Low,3
#91,46,Female,Rural,57804.0,Food,10,5,109,464.0,Apparel,19.0,31,False,50.0,0.5555555555555556,0.06050795981710776,0.06519769161062622,0.2837483510787611,45-54,Low,0
#92,32,Male,Suburban,35379.0,Travel,23,4,16,3932.0,Electronics,136.0,32,True,168.0,0.4444444444444444,0.7839001435103293,0.2527940732261808,0.5780344719022663,25-34,Low,2
#93,62,Male,Rural,79664.0,Food,17,8,39,679.0,Apparel,223.0,41,True,264.0,0.8888888888888888,0.10535493775656643,0.40541485826934387,0.48795120781738927,55-64,Medium,0
#94,18,Male,Urban,47766.0,Travel,12,1,58,645.0,Apparel,7.99,2,True,9.99,0.1111111111111111,0.09826285752427996,0.001589799844199614,0.09437726587034595,<18,Low,0
#95,42,Female,Urban,129126.0,Sports,23,0,153,4250.0,Home & Kitchen,236.0,25,True,261.0,0.0,0.8502319527417147,0.400645458736745,0.4226689246074461,35-44,High,4
#96,24,Female,Urban,88099.0,Travel,16,7,120,4968.0,Health & Beauty,465.0,44,False,509.0,0.7777777777777777,0.9999999999999999,0.7949158200982497,0.8794915820098249,18-24,Medium,3
#97,26,Female,Suburban,56060.0,Sports,3,2,188,3139.0,Apparel,228.0,2,False,230.0,0.2222222222222222,0.6184878016220005,0.35136166356655696,0.41345567708655584,25-34,Low,0
#98,41,Female,Urban,114733.0,Fashion,25,6,81,4237.0,Electronics,499.0,42,False,541.0,0.6666666666666666,0.8475202750058405,0.8457894151126373,0.7659630652638919,35-44,High,2
#99,18,Male,Rural,89122.0,Travel,22,9,89,4144.0,Books,521.0,1,True,522.0,1.0,0.8281213496645863,0.8155832180728446,0.9042129291563484,<18,Medium,1
#100,61,Male,Suburban,36087.0,Food,9,7,92,4426.0,Apparel,139.0,36,False,175.0,0.7777777777777777,0.8869438974735507,0.26392267213557813,0.7755170210766557,55-64,Low,0
#101,25,Male,Rural,68868.0,Sports,29,5,51,552.0,Health & Beauty,276.0,12,False,288.0,0.5555555555555556,0.07886393218302573,0.44357005453013465,0.32984577493537504,18-24,Medium,3
#102,41,Male,Urban,139119.0,Food,15,9,26,4061.0,Home & Kitchen,291.0,9,False,300.0,1.0,0.8108083302740046,0.46264765266053,0.8611285138893552,35-44,High,4
#103,28,Female,Urban,43225.0,Technology,5,8,182,1481.0,Electronics,53.0,36,True,89.0,0.8888888888888888,0.2726445950005006,0.1271998855344112,0.5354100563036663,25-34,Low,2
#104,34,Female,Urban,115286.0,Sports,23,6,16,1567.0,Home & Kitchen,110.0,41,False,151.0,0.6666666666666666,0.29058338617628404,0.22576747587478735,0.4533392713668065,25-34,High,4
#105,25,Male,Suburban,26643.0,Travel,13,9,164,2838.0,Books,7.99,28,True,35.99,1.0,0.5557020325067583,0.042924595793389614,0.7043583742073802,18-24,Low,1
#106,52,Male,Rural,113059.0,Sports,14,4,19,1316.0,Apparel,47.0,38,True,85.0,0.4444444444444444,0.23822714681440446,0.12084068615761276,0.3192862846822433,45-54,High,0
#107,52,Female,Suburban,56727.0,Food,20,7,43,980.0,Apparel,94.0,33,False,127.0,0.7777777777777777,0.16814070687180857,0.1876122796139966,0.4444245460537135,45-54,Low,0
#108,50,Male,Suburban,31005.0,Fashion,15,1,45,3914.0,Health & Beauty,560.0,42,True,602.0,0.1111111111111111,0.7801455127991189,0.9427672056088139,0.4953422013204849,45-54,Low,3
#109,22,Female,Urban,129079.0,Sports,16,6,162,3249.0,Apparel,213.0,46,False,259.0,0.6666666666666666,0.6414327670793979,0.3974658590483458,0.6283913310905637,18-24,High,0
#110,59,Male,Suburban,85697.0,Travel,23,3,15,184.0,Electronics,436.0,22,False,458.0,0.3333333333333333,0.002102593198277873,0.7138360280440693,0.22232976974363194,55-64,Medium,2
#111,56,Male,Suburban,36029.0,Technology,13,8,161,4244.0,Books,508.0,25,False,533.0,0.8888888888888888,0.8489804091713112,0.8330710163590405,0.865348285762994,55-64,Low,1
#112,58,Male,Urban,135281.0,Fashion,17,0,155,1268.0,Home & Kitchen,205.0,18,False,223.0,0.0,0.22821479825117644,0.34023306465715963,0.13671996567874536,55-64,High,4
#113,45,Male,Suburban,34226.0,Technology,23,6,143,4264.0,Books,381.0,6,False,387.0,0.6666666666666666,0.8531522210726562,0.6009602391058966,0.7440145233932849,35-44,Low,1
#114,24,Male,Urban,83646.0,Sports,8,5,38,3229.0,Apparel,73.0,18,True,91.0,0.5555555555555556,0.6372609551780529,0.13037948522281043,0.5498053783524048,18-24,Medium,0
#115,26,Male,Urban,80603.0,Food,21,7,135,3745.0,Home & Kitchen,516.0,16,False,532.0,0.7777777777777777,0.7448937022327538,0.8314812165148407,0.7683502876562233,25-34,Medium,4
#116,25,Male,Urban,48731.0,Food,2,4,162,2626.0,Health & Beauty,76.0,15,True,91.0,0.4444444444444444,0.5114808263525014,0.13037948522281043,0.4432043203809066,18-24,Low,3
#117,29,Female,Urban,129458.0,Travel,5,0,192,2967.0,Books,77.0,48,False,125.0,0.0,0.5826102192704335,0.18443267992559736,0.28061786666425487,25-34,High,1
#118,51,Female,Suburban,130384.0,Food,6,0,90,3616.0,Home & Kitchen,410.0,8,False,418.0,0.0,0.7179855154690785,0.6502440342760847,0.3881178853886938,45-54,High,4
#119,50,Female,Urban,88926.0,Fashion,12,8,183,3467.0,Home & Kitchen,106.0,13,False,119.0,0.8888888888888888,0.6869055168040583,0.17489388086039967,0.7265968706478662,45-54,Medium,4
#120,40,Female,Urban,25997.0,Food,18,9,161,2294.0,Home & Kitchen,551.0,43,True,594.0,1.0,0.44222874879017454,0.930048806855217,0.7420078176411002,35-44,Low,4
#121,41,Female,Suburban,75506.0,Travel,22,5,84,3655.0,Electronics,476.0,7,True,483.0,0.5555555555555556,0.7261205486767013,0.7535810241490597,0.6521123493194216,35-44,Medium,2
#122,54,Male,Suburban,98229.0,Sports,22,9,35,545.0,Books,275.0,17,True,292.0,1.0,0.07740379801755498,0.4499292539069331,0.5298246344985931,45-54,Medium,1
#123,52,Male,Rural,69815.0,Sports,1,4,136,3726.0,Home & Kitchen,88.0,32,True,120.0,0.4444444444444444,0.740930480926476,0.17648368070459927,0.5510670844873741,45-54,Medium,4
#124,61,Female,Suburban,62092.0,Food,17,0,124,4116.0,Books,77.0,22,False,99.0,0.0,0.8222808130027033,0.14309788397640735,0.38433615424885725,55-64,Medium,1
#125,57,Male,Suburban,82539.0,Technology,11,5,135,3975.0,Home & Kitchen,77.0,13,False,90.0,0.5555555555555556,0.7928695390982211,0.12878968537861082,0.6196702611320606,55-64,Medium,4
#126,39,Female,Rural,86077.0,Sports,10,5,37,3437.0,Health & Beauty,442.0,47,True,489.0,0.5555555555555556,0.6806477989520409,0.7631198232142573,0.6326034918498442,35-44,Medium,3
#127,44,Female,Suburban,41817.0,Food,19,2,140,361.0,Health & Beauty,540.0,23,True,563.0,0.2222222222222222,0.03902312852518105,0.8807650116850289,0.20563690900483436,35-44,Low,3
#128,52,Male,Suburban,57861.0,Travel,14,7,84,1948.0,Health & Beauty,245.0,29,True,274.0,0.7777777777777777,0.37005640289690617,0.42131285671134,0.5586566669747417,45-54,Medium,3
#129,18,Male,Suburban,33428.0,Food,26,0,175,4125.0,Apparel,578.0,22,False,600.0,0.0,0.8241581283583086,0.9395876059204146,0.4648299183532803,<18,Low,0
#130,52,Male,Suburban,63934.0,Sports,10,0,198,2366.0,Home & Kitchen,382.0,1,True,383.0,0.0,0.4572472716350165,0.5946010397290982,0.26522137620866726,45-54,Medium,4
#131,54,Female,Rural,135555.0,Travel,15,5,87,191.0,Apparel,570.0,29,True,599.0,0.5555555555555556,0.003562727363748623,0.937997806076215,0.3454030079213084,45-54,High,0
#132,64,Male,Suburban,134367.0,Food,28,9,188,4322.0,Books,142.0,48,False,190.0,1.0,0.8652504755865568,0.2877696697985723,0.8681396809938078,55-64,High,1
#133,31,Female,Suburban,30258.0,Fashion,19,0,99,4275.0,Apparel,368.0,5,True,373.0,0.0,0.855446717618396,0.5787030412871019,0.4428213270569884,25-34,Low,0
#134,20,Female,Rural,77775.0,Travel,4,5,185,3409.0,Books,84.0,35,False,119.0,0.5555555555555556,0.6748072622901579,0.17489388086039967,0.571152656116611,18-24,Medium,1
#135,18,Female,Urban,101580.0,Fashion,2,0,30,1082.0,Books,143.0,10,False,153.0,0.0,0.18941694756866803,0.22894707556318658,0.10813233396221927,<18,High,1
#136,22,Male,Rural,114947.0,Technology,9,5,63,3543.0,Books,352.0,19,False,371.0,0.5555555555555556,0.7027584020291693,0.5755234415987027,0.6237936250729965,18-24,High,1
#137,43,Male,Urban,25469.0,Travel,10,2,193,2633.0,Apparel,545.0,37,False,582.0,0.2222222222222222,0.5129409605179721,0.9109712087248215,0.42192055310556964,35-44,Low,0
#138,31,Female,Rural,48854.0,Fashion,28,7,112,793.0,Home & Kitchen,152.0,7,False,159.0,0.7777777777777777,0.12913426559423288,0.23848587462838428,0.4319590069802432,25-34,Low,4
#139,56,Male,Rural,26256.0,Sports,11,5,68,4220.0,Apparel,158.0,46,True,204.0,0.5555555555555556,0.8439742348896973,0.310026867617367,0.6607910924621004,55-64,Low,0
#140,44,Male,Suburban,144086.0,Sports,14,0,81,255.0,Home & Kitchen,446.0,35,True,481.0,0.0,0.0169125254480526,0.7504014244606604,0.08265077889768972,35-44,High,4
#141,26,Male,Urban,96256.0,Technology,7,4,188,3688.0,Home & Kitchen,303.0,45,False,348.0,0.4444444444444444,0.7330040383139205,0.5389580451821115,0.5837476217594754,25-34,Medium,4
#142,32,Female,Suburban,53937.0,Travel,23,7,29,1912.0,Books,450.0,13,False,463.0,0.7777777777777777,0.3625471414744852,0.7217850272650673,0.585324716390025,25-34,Low,1
#143,32,Female,Urban,119134.0,Travel,15,2,121,4214.0,Apparel,224.0,10,True,234.0,0.2222222222222222,0.8427226913192938,0.3577208629433554,0.5149972973880178,25-34,High,0
#144,43,Male,Rural,21651.0,Travel,22,5,68,1507.0,Home & Kitchen,43.0,2,True,45.0,0.5555555555555556,0.2780679504722491,0.057248692389628146,0.38085544695147494,35-44,Low,4
#145,59,Female,Rural,70288.0,Technology,19,4,80,1316.0,Health & Beauty,264.0,6,False,270.0,0.4444444444444444,0.23822714681440446,0.41495365733454154,0.34869758179993615,55-64,Medium,3
